ID,Title,Delivery Team,PreConditions,Section,Section Hierarchy,Steps (Expected Result),Steps (Step),Tags,Type,Can be automated on Printers,Can be automated on Simulators,Cannot be automated,Need Information,Dependencies,Comments,
C52005693,Verify the TLS1.2 protocol selection with various cipher selection,Workstream: Connectivity,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. 1.SET operation to enable only TLS 1.2 protocol should be successful and printer should be accessible through SNMP.
2.Do GET.
3. GET operation should return value 8.
2. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
3. 1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x009f
4. 1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x006b
5. 1.SET operation should be performed sucessfully. 
2.EWS should be accessible.
3.GET operation should return -0x009D
6. 1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x003d
7. 1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x009e
8. 1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x0067
9. 1.SET operation should be performed sucessfully. 
2.EWS should be accessible.
3.GET operation should return -0x009c
10. 1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x003c
11. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
12. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
13. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
14. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
15. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
16. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
17. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
18. 1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
All the settings done in first step should be set to default values.","1. Pre requisite : All the ciphers are enabled before this test.Make sure printer is connected to a valid network and contacted through SNMP.
Set only the TLS1.2 protocol through SNMP(Value 8) OID npSecuritySSLProtocol and verify printer is accessible through SNMP
Expected Result:
1.SET operation to enable only TLS 1.2 protocol should be successful and printer should be accessible through SNMP.
2.Do GET.
3. GET operation should return value 8.
2. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength-AES128-SHA:0x002F and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
3. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength-DHE-RSA-AES256-GCM-SHA384:0x009F and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x009f
4. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength-DHE-RSA-AES256-SHA256:0x006B and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x006b
5. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength-AES256-GCM-SHA384:0x009D and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should be performed sucessfully. 
2.EWS should be accessible.
3.GET operation should return -0x009D
6. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher AES256-SHA256:0x003D and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x003d
7. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength-DHE-RSA-AES128-GCM-SHA256:0x009E and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x009e
8. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength - DHE-RSA-AES128-SHA256:0x0067 and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x0067
9. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength-AES128-GCM-SHA256: 0x009C and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should be performed sucessfully. 
2.EWS should be accessible.
3.GET operation should return -0x009c
10. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength - AES128-SHA256:0x003C and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should be performed sucessfully. 
2.EWS will not be accessible.
3.GET operation should return -0x003c
11. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher low strength -EDH-RSA-DES-CBC-SHA : 0x0015 and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
12. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher Medium Strength- EDH -RSA-DES-CBC3-SHA :0x0016 and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
13. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher Medium Strength-DES-CBC3-SHA :0x000A and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
14. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher Medium Strength- RC4- SHA:0x0005 and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
15. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher Medium Strength- RC4-MD5:0x0004 and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
16. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength- DHE-RSA-AES256-SHA:0x0039 and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
17. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength- AES256-SHA:0x0035 and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
18. Perform SET operation on the OID npSecurityTLSCiphers (1.3.6.1.4.1.11.2.4.3.20.74.0) to enable only the cipher High Strength- DHE-RSA-AES128-SHA:0x0033 and verify printer is accessible through SNMP.
Expected Result:
1.SET operation should send Generic Error.
2.TLS 1.2 does not support this ciphers
Do Restore factory from UI/EWS",Dune_Specific,Manual,Yes,Yes,,,,Do Restore factory from UI/EWS,
C52005694,Verify the supported ciphers through SNMP,Workstream: Connectivity,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. performing walk on the OID npSecurityTLSCiohersSupported should return all the supported 
Ciphers code. Refer cipher names:cipher codes below:
Low strength-EDH-RSA-DES-CBC-SHA :0x0015
Medium strength-EDH-RSA-DES-CBC3-SHA:0x0016
Medium strength-DES-CBC3-SHA:0x000A
Medium strength-RC4-SHA :0x0005
Medium strength-RC4-MD5: 0x0004
High strength-DHE-RSA-AES256-GCM-SHA384: 0x009F
High strength-DHE-RSA-AES256-SHA256: 0x006B
High strength-DHE-RSA-AES256-SHA: 0x0039
High strength-AES256-GCM-SHA384: 0x009D
High strength-AES256-SHA256 :0x003D
High strength-AES256-SHA :0x0035
High strength-DHE-RSA-AES128-GCM-SHA256 :0x009E
High strength-DHE-RSA-AES128-SHA256 :0x0067
High strength-DHE-RSA-AES128-SHA :0x0033
High strength-AES128-GCM-SHA256 :0x009C
High strength-AES128-SHA256 :0x003C
High strength-AES128-SHA :0x002F
Note: This OID is a read only , so user should not be able to do set or get operation.","1. Pre requisite: Make sure MIB browser is installed in the test machine and the printer is 
connected to a valid network and accessible through SNMP.
Perform walk on the OID npSecurityTLSCiphersSupported(1.3.6.1.4.1.11.2.4.3.20.75.0) and 
verify the behavior
Expected Result:
performing walk on the OID npSecurityTLSCiohersSupported should return all the supported 
Ciphers code. Refer cipher names:cipher codes below:
Low strength-EDH-RSA-DES-CBC-SHA :0x0015
Medium strength-EDH-RSA-DES-CBC3-SHA:0x0016
Medium strength-DES-CBC3-SHA:0x000A
Medium strength-RC4-SHA :0x0005
Medium strength-RC4-MD5: 0x0004
High strength-DHE-RSA-AES256-GCM-SHA384: 0x009F
High strength-DHE-RSA-AES256-SHA256: 0x006B
High strength-DHE-RSA-AES256-SHA: 0x0039
High strength-AES256-GCM-SHA384: 0x009D
High strength-AES256-SHA256 :0x003D
High strength-AES256-SHA :0x0035
High strength-DHE-RSA-AES128-GCM-SHA256 :0x009E
High strength-DHE-RSA-AES128-SHA256 :0x0067
High strength-DHE-RSA-AES128-SHA :0x0033
High strength-AES128-GCM-SHA256 :0x009C
High strength-AES128-SHA256 :0x003C
High strength-AES128-SHA :0x002F
Note: This OID is a read only , so user should not be able to do set or get operation.",Dune_Specific,Manual,Yes,Yes,,,,,
C52005695,IPPS printing by selecting various TLS protocol selection with supported ciphers selected through EWS.,,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. IPPS printing is successful
2. IPPS printing should be successful
3. IPPS printing should be successful
4. IPPS printing should be successful","1. Perform IPPS printing operation
Expected Result:
IPPS printing is successful
2. Modify the TLS protocol selection to only TLS 1.0 with supported ciphers selected and verify 
IPPS printing
Expected Result:
IPPS printing should be successful
3. Modify the TLS protocol selection to only TLS 1.1 with supported ciphers selected and verify 
IPPS printing
Expected Result:
IPPS printing should be successful
4. Modify the TLS protocol selection to only TLS 1.2 with supported ciphers selected and verify 
IPPS printing
Expected Result:
IPPS printing should be successful",Dune_Specific,Manual,,,Cannot be automated,Yes,,needs clarification on  IPPS printing operation possiblity,
C52005696,Verify EAP-TLS authentication through various TLS protocol selection and non supported ciphers through EWS but supported through SNMP,,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. Printer should be successfully connected through EAP-TLS authentication.
2. Printer should not be successfully connected through EAP-TLS authentication
3. Printer should not be successfully connected through EAP-TLS authentication
4. Printer should not be successfully connected through EAP-TLS authentication","1. Connect the printer through EAP- TLS authentication
Expected Result:
Printer should be successfully connected through EAP-TLS authentication.
2. Go to EWS page, modify the TLS protocol selection to TLS 1.0 and select some un supported 
ciphers
Expected Result:
Printer should not be successfully connected through EAP-TLS authentication
3. Go To EWS page, modify the TLS protocol selection to TLS 1.1 and select non supported 
ciphers
Expected Result:
Printer should not be successfully connected through EAP-TLS authentication
4. Go To EWS page , modify the TLS protocol selection to TLS 1.2 and select non supported 
ciphers.
Expected Result:
Printer should not be successfully connected through EAP-TLS authentication",Dune_Specific,Manual,Yes,Yes,,,,various TLS protocol selection.unsupported cipher selection,
C52005697,Verify EAP-TLS authentication through various TLS protocol selection and supported ciphers.,,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. Printer should be successfully connected through EAP-TLS authentication
2. Printer connection should be successful
3. Printer connection should be successful
4. Printer connection should be successful","1. Connect the printer through EAP - TLS authentication
Expected Result:
Printer should be successfully connected through EAP-TLS authentication
2. Go to EWS page , modify the TLS protocol selection to only TLS 1.0 version and select the 
supported ciphers.
Expected Result:
Printer connection should be successful
3. Go to EWS page , modify the TLS protocol selection to only TLS 1.1 version and select the 
supported ciphers
Expected Result:
Printer connection should be successful
4. Go to EWS page , modify the TLSP protocol selection to only TLS 1.2 version and select the supported ciphers i.e 
High Strength-DHE-RSA-AES256-GCM-SHA384:
 
High Strength-DHE-RSA-AES256-SHA256:
Expected Result:
Printer connection should be successful",Dune_Specific,Manual,Yes,Yes,,,,various TLS protocol selection.supported cipher selection,
C52005698,Verify PEAP authentication through various TLS protocol selection and non supported ciphers through EWS but supported through SNMP,,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. Printer should be successfully connected through PEAP authentication.
2. Printer should not be successfully connected through PEAP authentication
3. Printer should not be successfully connected through PEAP authentication
4. Printer should not allow to configure the unsupported Ciphers and Ews should through Error","1. Connect the printer through PEAP authentication
Expected Result:
Printer should be successfully connected through PEAP authentication.
2. Go to EWS page, modify the TLS protocol selection to TLS 1.0 and select some un supported 
ciphers
Expected Result:
Printer should not be successfully connected through PEAP authentication
3. Go To EWS page, modify the TLS protocol selection to TLS 1.1 and select non supported 
ciphers
Expected Result:
Printer should not be successfully connected through PEAP authentication
4. Go To EWS page , modify the TLS protocol selection to TLS 1.2 and select non supported 
ciphers.
Expected Result:
Printer should not allow to configure the unsupported Ciphers and Ews should through Error",Dune_Specific,Manual,Yes,Yes,,,,PEAP authentication.,
C52005699,Verify PEAP authentication through various TLS protocol selection and supported ciphers.,,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. Printer should be successfully connected through EAP-TLS authentication
2. Printer connection should be successful
3. Printer connection should be successful
4. Printer connection should be successful","1. Connect the printer through PEAP authentication
Expected Result:
Printer should be successfully connected through EAP-TLS authentication
2. Go to EWS page , modify the TLS protocol selection to only TLS 1.0 version and select the 
supported ciphers.
Expected Result:
Printer connection should be successful
3. Go to EWS page , modify the TLS protocol selection to only TLS 1.1 version and select the 
supported ciphers
Expected Result:
Printer connection should be successful
4. Go to EWS page , modify the TLSP protocol selection to only TLS 1.2 version and select the 
supported ciphers.
Expected Result:
Printer connection should be successful",Dune_Specific,Manual,Yes,Yes,,,,PEAP authentication/EAP-TLS authentication,
C52005700,Verify SNMP operation on TLS protocol selection OID,,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. Device is configured successfully
2. Printer should return the default values set for the first time.
3. Set operation should be successfully set 
and values modified should be reflected 
in the EWS page as well.
4. values should be same as before 
powercycle.
5. The values should be set to default state and snmp get should successfully return the default 
value.","1. Configure the Device with the valid network and valid IP
Expected Result:
Device is configured successfully
2. In MIB browser , go to the OID npSecuritySSL Protocol (1.3.6.1.4.1.11.2.4.3.20.58.0) and go 
a get operation to get the values already set on the printer.
Expected Result:
Printer should return the default values set for the first time.
3. Perform a set operation , modify the 
values and do a get operation to 
confirm the value set
Note: values for TLS1.2 :8, TLS1.1 : 
4, TLS 1.0 : 2. In order to set multiple 
options enabled , add the values and 
perform set operation. Example : if 
user wants to enable only TLS1.2 
and TLS1.0 , then the addition of the 
values 8 and 2 are 10. so set with the 
value 10.
Expected Result:
Set operation should be successfully set 
and values modified should be reflected 
in the EWS page as well.
4. powercycle and verify the modified values 
are retained
Expected Result:
values should be same as before 
powercycle.
5. Perform Restore factory defaults and perform a get operation to make sure the values are set 
to default.
Expected Result:
The values should be set to default state and snmp get should successfully return the default 
value.",Dune_Specific,Manual,,,Cannot be automated,,,Perform Restore factory default,
C52005701,Verify SNMP operation SET or GET on the npSecurityTLSCiphers,,,TLS,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > TLS,"1. Device is configured successfully.
2. get operation would return the default values that are corresponding to the ciphers enabled 
in the EWS page, Network > Security ->Management protocol >Ciphers. The ciphers in 
the EWS page has its IDs mentioned in the MIB browser and they are :
Low strength-EDH-RSA-DES-CBC-SHA :0x0015
Medium strength-EDH-RSA-DES-CBC3-SHA:0x0016
Medium strength-DES-CBC3-SHA:0x000A
Medium strength-RC4-SHA :0x0005
Medium strength-RC4-MD5: 0x0004
High strength-DHE-RSA-AES256-GCM-SHA384: 0x009F
High strength-DHE-RSA-AES256-SHA256: 0x006B
High strength-DHE-RSA-AES256-SHA: 0x0039
High strength-AES256-GCM-SHA384: 0x009D
High strength-AES256-SHA256 :0x003D
High strength-AES256-SHA :0x0035
High strength-DHE-RSA-AES128-GCM-SHA256 :0x009E
High strength-DHE-RSA-AES128-SHA256 :0x0067
High strength-DHE-RSA-AES128-SHA :0x0033
High strength-AES128-GCM-SHA256 :0x009C
High strength-AES128-SHA256 :0x003C
High strength-AES128-SHA :0x002F
3. Setting a low strength ID in snmp set should be successful and the corresponding cipher 
should be enabled in the EWS page
4. Setting a Medium strength ID in snmp set should be successful and the corresponding cipher 
should be enabled in the EWS page.
5. Setting a High strength ID in snmp set should be successful and the corresponding cipher 
should be enabled in the EWS page
6. powercycling the printer should retain the values both via snmp and EWS","1. Configure the device with a valid network and valid IP after a oobe reset
Expected Result:
Device is configured successfully.
2. Perform a get operation on the SNMP OID 
npSecurityTLSCiphers(1.3.6.1.4.1.11.2.4.3.20.74.0)
Expected Result:
get operation would return the default values that are corresponding to the ciphers enabled 
in the EWS page, Network > Security ->Management protocol >Ciphers. The ciphers in 
the EWS page has its IDs mentioned in the MIB browser and they are :
Low strength-EDH-RSA-DES-CBC-SHA :0x0015
Medium strength-EDH-RSA-DES-CBC3-SHA:0x0016
Medium strength-DES-CBC3-SHA:0x000A
Medium strength-RC4-SHA :0x0005
Medium strength-RC4-MD5: 0x0004
High strength-DHE-RSA-AES256-GCM-SHA384: 0x009F
High strength-DHE-RSA-AES256-SHA256: 0x006B
High strength-DHE-RSA-AES256-SHA: 0x0039
High strength-AES256-GCM-SHA384: 0x009D
High strength-AES256-SHA256 :0x003D
High strength-AES256-SHA :0x0035
High strength-DHE-RSA-AES128-GCM-SHA256 :0x009E
High strength-DHE-RSA-AES128-SHA256 :0x0067
High strength-DHE-RSA-AES128-SHA :0x0033
High strength-AES128-GCM-SHA256 :0x009C
High strength-AES128-SHA256 :0x003C
High strength-AES128-SHA :0x002F
3. Perform a set operation for the IDs that has low strength and verify it in the EWS 
page.(Security  > Management protocol >Ciphers)
Expected Result:
Setting a low strength ID in snmp set should be successful and the corresponding cipher 
should be enabled in the EWS page
4. Perform a set operation for the IDs that has medium strength and verify it in the Ews 
page.(Networking > Management protocol >Ciphers)
Expected Result:
Setting a Medium strength ID in snmp set should be successful and the corresponding cipher 
should be enabled in the EWS page.
5. Perform a set operation for the IDs that has High strength and verify it in the Ews page 
(Networking > Management protocol >Ciphers)
Expected Result:
Setting a High strength ID in snmp set should be successful and the corresponding cipher 
should be enabled in the EWS page
6. powercycle and verify whether the values set via snmp and EWS is retained.
Expected Result:
powercycling the printer should retain the values both via snmp and EWS",Dune_Specific,Manual,Yes,Yes,,,,cipher ID get from MIB browser/powercycle the printer,
C52005795,Dot1x_01_Basic_PEAP_Authentication,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,,
C52005796,Dot1x_02_Basic_EAP_TLS_Authentication,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005797,Dot1x_03_PEAP_ID_Cert_Not_Associated_With_Radius_Server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005798,Dot1x_04_EAP_TLS_ID_Cert_Not_Associated_With_Radius_Server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005799,Dot1x_05_PEAP_CA_Cert_Not_Associated_With_Radius_Server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005800,Dot1x_06_EAP_TLS_CA_Cert_Not_Associated_With_Radius_Server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005801,Dot1x_07_PEAP_With_Different_Pair_Of_Certificates,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005802,Dot1x_08_EAP_TLS_With_Different_Pair_Of_Certificates,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005803,Dot1x_09_PEAP_Invalid_Username,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005804,Dot1x_10_EAP_TLS_Invalid_Username,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005805,Dot1x_11_PEAP_Invalid_Password,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005806,Dot1x_12_PEAP_With_Corrupted_Pair_Of_Certificates,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005807,Dot1x_13_EAP_TLS_With_Corrupted_Pair_Of_Certificates,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005808,Dot1x_14_PEAP_Expired_Certs_On_Printer_Using_Printer_Date_Change,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005809,Dot1x_15_EAP_TLS_Expired_Certs_On_Printer_Using_Printer_Date_Change,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005810,Dot1x_16_Verify_EAP-TLS Authentication using CSR on printer signed with CA and Radius Server on same machine,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005811,Dot1x_17_Verify EAP-TLS Authentication using CSR on printer signed with CA and Radius Server on same machine but not associated with user on Radius Server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005812,Dot1x_18_Verify_PEAP Authentication using CSR on printer signed with CA and Radius Server on same machine,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005813,?ÿDot1x_19_Verify PEAP Authentication using CSR on printer signed with CA and Radius Server on same machine but not associated with user on Radius Server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005814,Dot1x_20_Verify EAP_TLS Authentication when EAP-TLS (Smart Card) option is set as high priority in server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005815,Dot1x_21_Verify PEAP Authentication when PEAP is set as high priority in server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005816,Dot1x_22_Verify PEAP Authentication when EAP-TLS (Smart Card) option is set as high priority in server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005817,Dot1x_23_Verify EAP-TLS Authentication when PEAP is set as high priority in server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005818,Dot1x_24_Verify EAP-TLS Authentication is not working with Expired Certificates by changing Server date,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005819,Dot1x_25_Verify PEAP Authentication is working with Expired Certificates by changing Server date,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005820,Dot1x_26_Verify EAP-TLS Authentication not working with untrusted Certificates,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005821,Dot1x_27_Verify PEAP Authentication is working with untrusted Certificates,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005822,Dot1x_28_Verify EAP-TLS Authentication not working with invalid CA certificate in server,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005827,Dot1x_36_PEAP_Hose_Break,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005828,Dot1x_37_EAP_TLS_Hose_Break,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005829,Dot1x_40_PEAP_Host_Name_Change,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
C52005830,Dot1x_41_EAP_TLS_Host_Name_Change,Workstream: Connectivity,,802.1_Manual,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Security > 802.1_Manual,,,Dune_Specific,Manual,,,Cannot be automated,,,steps and expected result missing ,
